"Localidade";"Decretos";"Ementa";"Tipo";"Tipo_Documento"
"Brasil";"Decreto nº 10.310, de 2.4.2020 Publicado no DOU de 3.4.2020";"Altera o Decreto nº 10.139, de 28 de novembro de 2019, o Decreto nº 10.178, de 18 de dezembro de 2019, e o Decreto nº 10.229, de 5 de fevereiro de 2020, para adiar prazos e etapas que estabelecem.";"Federal";"Decreto"
"Brasil";"Decreto nº 10.308, de 2.4.2020 Publicado no DOU de 3.4.2020";"Dispõe sobre requisição de bens e serviços prestados por empresas públicas vinculadas ao Ministério da Infraestrutura durante o período do estado de calamidade pública decorrente da pandemia de coronavírus (covid-19).";"Federal";"Decreto"
"Brasil";"Resolução nº 366, de 2.4.2020Publicada no DOU de 2.4.2020 -Edição extra-A";"Dispõe sobre a importação de produtos para diagnóstico in vitro de Coronavírus durante a emergência de saúde pública de importância internacional decorrente do Novo Coronavírus.";"Federal";"Resolução"
"Brasil";"Portaria nº 8, de 2.4.2020Publicada no DOU de 2.4.2020 -Edição extra-A";"Dispõe sobre a restrição excepcional e temporária de entrada no País de estrangeiros provenientes dos países que relaciona, conforme recomendação da Agência Nacional de Vigilância Sanitária - Anvisa.";"Federal";"Portaria"
"Brasil";"Instrução normativa nº 1.931, de 2.4.2020Publicada no DOU de 2.4.2020 -Edição extra-A";"Suspende a eficácia do art. 3º da Portaria RFB nº 2.860, de 25 de outubro de 2017, e do art. 35 da Instrução Normativa RFB nº 1.548, de 13 de fevereiro de 2015, em decorrência da emergência de saúde pública acarretada pelo coronavírus (Covid-19).";"Federal";"Instrução"
"Brasil";"Ato conjunto das mesas da Câmara dos Deputados e do Senado Federal nº 2, de 2020 Publicada no DOU de 2.4.2020";"Regulamenta a apreciação, pelo Congresso Nacional, dos projetos de lei de matéria orçamentária de que trata o Regimento Comum do Congresso Nacional.";"Federal";"Ato"
"Brasil";"Decreto nº 10.305, de 1.4.2020 Publicada no DOU de 2.4.2020";"Altera o Decreto nº 6.306, de 14 de dezembro de 2007, que regulamenta o Imposto sobre Operações de Crédito, Câmbio e Seguro ou relativas a Títulos ou Valores Mobiliários.";"Federal";"Decreto"
"Brasil";"Decreto nº 10.302, de 1.4.2020 Publicada no DOU de 1.4.2020 - Edição extra-A";"Reduz temporariamente as alíquotas do Imposto sobre Produtos Industrializados - IPI incidentes sobre os produtos que menciona.";"Federal";"Decreto"
"Brasil";"Medida Provisória nº 936, de 1.4.2020 Publicada no DOU de 1.4.2020 - Edição extra-D";"Institui o Programa Emergencial de Manutenção do Emprego e da Renda e dispõe sobre medidas trabalhistas complementares para enfrentamento do estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020, e da emergência de saúde pública de importância internacional decorrente do coronavírus (covid-19), de que trata a Lei nº 13.979, de 6 de fevereiro de 2020, e dá outras providências.";"Federal";"Medida"
"Brasil";"Medida Provisória nº 935, de 1.4.2020 Publicada no DOU de 1.4.2020 - Edição extra-D";"Abre crédito extraordinário, em favor do Ministério da Economia, no valor de R$ 51.641.629.500,00, para os fins que especifica.";"Federal";"Medida"
"Brasil";"Portaria nº 39, de 31.3.2020Publicada no DOU de 3.4.2020";"Estabelece o regime de trabalho remoto, em caráter temporário e excepcional, quanto ao exercício de atividades por servidores e empregados públicos dos órgãos da Presidência da República em razão do estado de emergência de saúde pública de importância internacional decorrente do coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 422, de 31.3.2020Publicada no DOU de 1.4.2020";"Institui o trabalho remoto em caráter excepcional no âmbito do Instituto Nacional do Seguro Social, como medida de proteção e prevenção ao contágio para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 51, de 31.3.2020Publicada no DOU de 1.4.2020";"Altera o Anexo da Portaria CNMP-PRESI n° 245, de 10 de dezembro de 2019, que institui o calendário de sessões ordinárias do Plenário do Conselho Nacional do Ministério Público para o 1º Semestre do exercício de 2020, e convoca a 2ª Sessão do Plenário por Videoconferência de 2020.";"Federal";"Portaria"
"Brasil";"Medida Provisória nº 933, de 31.3.2020 Publicada no DOU de 31.3.2020 - Edição extra-B";"Suspende, pelo prazo que menciona, o ajuste anual de preços de medicamentos para o ano de 2020.";"Federal";"Medida"
"Brasil";"Medida Provisória nº 932, de 31.3.2020 Publicada no DOU de 31.3.2020 - Edição extra-B";"Altera as alíquotas de contribuição aos serviços sociais autônomos que especifica e dá outras providências.";"Federal";"Medida"
"Brasil";"Medida Provisória nº 931, de 30.3.2020 Publicada no DOU de 30.3.2020 - Edição extra-B";"Altera a Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil, a Lei nº 5.764, de 16 de dezembro de 1971, e a Lei nº 6.404, de 15 de dezembro de 1976, e dá outras providências.";"Federal";"Medida"
"Brasil";"Portaria nº 158, de 31.3.2020Publicada no DOU de 31.3.2020 -Edição extra-B";"Dispõe sobre a restrição excepcional e temporária de entrada no País de estrangeiros provenientes da República Bolivariana da Venezuela, conforme recomendação da Agência Nacional de Vigilância Sanitária - Anvisa.";"Federal";"Portaria"
"Brasil";"Decreto nº 10.300, de 30.3.2020 Publicado no DOU de 31.3.2020";"Altera o Decreto nº 10.277, de 16 de março de 2020, para dispor sobre a composição do Centro de Coordenação de Operações do Comitê de Crise para Supervisão e Monitoramento dos Impactos da Covid-19.";"Federal";"Decreto"
"Brasil";"Decreto nº 10.298, de 30.3.2020 Publicado no DOU de 31.3.2020";"Institui o Conselho Nacional de Secretários de Transportes.";"Federal";"Decreto"
"Brasil";"Decreto nº 10.295, de 30.3.2020 Publicado no DOU de 30.3.2020 - Edição extra-C";"Altera o Decreto nº 10.249, de 19 de fevereiro de 2020, que dispõe sobre a programação orçamentária e financeira e estabelece o cronograma mensal de desembolso do Poder Executivo federal para o exercício de 2020.";"Federal";"Decreto"
"Brasil";"Decreto nº 10.294, de 30.3.2020 Publicado no DOU de 30.3.2020 - Edição extra-C";"Abre ao Orçamento Fiscal da União, em favor do Ministério da Agricultura, Pecuária e Abastecimento, do Ministério de Minas e Energia e de Encargos Financeiros da União, crédito suplementar no valor de R$ 142.004.435,00, para reforço de dotações constantes da Lei Orçamentária vigente.";"Federal";"Decreto"
"Brasil";"Portaria nº 8.779, de 30.3.2020Publicada no DOU de 31.3.2020";"Aprova o quantitativo de pessoal próprio do Grupo Hospitalar Conceição - GHC";"Federal";"Portaria"
"Brasil";"Portaria nº 341, de 30.3.2020Publicada no DOU de 31.3.2020";"Amplia os prazos previstos na Portaria nº 166/2020/GM/MC, de 6 de fevereiro de 2020, para apresentação dos relatórios de aplicação de recursos de loteria recebidos pelas entidades mencionadas no art. 23 da Lei nº 13.756, de 2018, em razão da situação de Emergência de Saúde Pública de Importância Internacional decorrente do Coronavírus ( COV I D - 1 9 ) .";"Federal";"Portaria"
"Brasil";"Portaria nº 340, de 30.3.2020Publicada no DOU de 31.3.2020";"Estabelece medidas para o enfrentamento da Emergência em Saúde Pública de Importância Nacional decorrente de infecção humana pelo novo coronavírus (COVID-19), no âmbito das Comunidades Terapêuticas.";"Federal";"Portaria"
"Brasil";"Portaria nº 134, de 30.3.2020Publicada no DOU de 31.3.202";"";"Federal";"Portaria"
"Brasil";"Portaria nº 151, de 30.3.2020Publicada no DOU de 30.3.2020 - Edição extra-B";"Dispõe sobre o emprego da Força Nacional de Segurança Pública em apoio ao Ministério da Saúde em todo território nacional.";"Federal";"Portaria"
"Brasil";"Portaria nº 21, de 30.3.2020Publicada no DOU de 31.3.2020";"Dispõe sobre as notificações e comunicações às partes interessadas no âmbito de processos de defesa comercial previstos nos Decretos nº 8.058, de 26 de julho de 2013, nº 1.751, de 19 de dezembro de 1995, e nº 1.488, de 11 de maio de 1995, e nos acordos comerciais em vigor no Brasil.";"Federal";"Portaria"
"Brasil";"Portaria nº 135, de 28.3.2020Publicada no DOU de 30.3.2020";"considerada essencial a disponibilização dos insumos minerais necessários à cadeia produtiva das atividades essenciais";"Federal";"Portaria"
"Brasil";"Portaria nº 8.633, de 27.3.2020Publicada no DOU de 30.3.2020";"Aprova o quantitativo de pessoal próprio da Empresa Brasileira de Serviços Hospitalares - EBSERH";"Federal";"Portaria"
"Brasil";"Portaria nº 580, de 27.3.2020Publicada no DOU de 30.3.2020";"Dispõe sobre a Ação Estratégica ""O Brasil Conta Comigo - Residentes na área de Saúde"", para o enfrentamento à pandemia do coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 75, de 27.3.2020Publicada no DOU de 30.3.2020";"Altera a Portaria nº 208, de 6 de fevereiro de 2020, que estabelece o calendário anual de abertura do protocolo de ingresso de processos regulatórios no Sistema e-MEC em 2020, tendo em vista a situação de pandemia do coronavírus - COVID-19.";"Federal";"Portaria"
"Brasil";"Portaria nº 19, de 27.3.2020Publicada no DOU de 30.3.2020";"Suspender os trabalhos da Comissão de Processo Administrativo de Responsabilização - PAR";"Federal";"Portaria"
"Brasil";"Portaria nº 880, de 27.3.2020Publicada no DOU de 27.3.2020 -Edição extra-D";"Autoriza transporte de carga por operador certificado sob o RBAC nº 135.";"Federal";"Portaria"
"Brasil";"Portaria nº 743, de 27.3.2020Publicada no DOU de 27.3.2020";"Estabelece rito específico para o reconhecimento federal das situações de anormalidade decretadas pelos entes federados, decorrentes de desastre relacionado à contaminação pelo novo coronavírus (Covid-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 601, de 27.3.2020Publicada no DOU de 27.3.2020 -Edição extra- A";"Fica instituído o Centro Operacional Aduaneiro de Gestão da Crise gerada pela Pandemia da Doença pelo Coronavírus 2019 (Cogec-Covid-19),";"Federal";"Portaria"
"Brasil";"Portaria nº 152, de 27.3.2020Publicada no DOU de 27.3.2020 -Edição extra-C";"Dispõe sobre a restrição excepcional e temporária de entrada no País de estrangeiros, conforme recomendação da Agência Nacional de Vigilância Sanitária - Anvisa.";"Federal";"Portaria"
"Brasil";"Portaria nº 149, de 27.3.2020Publicada no DOU de 27.3.2020 -Edição extra-B";"Dispõe sobre restrição excepcional e temporária de entrada no País de estrangeiros, conforme recomendação da Agência Nacional de Vigilância Sanitária - Anvisa.";"Federal";"Portaria"
"Brasil";"Portaria nº 121, de 27.3.2020Publicada no DOU de 30.3.2020";"execução remota das atividades laborais pelos servidores e empregados públicos.";"Federal";"Portaria"
"Brasil";"Portaria nº 111, de 27.3.2020Publicada no DOU de 30.3.2020";"Aprova condições extraordinárias para realização das atividades de avaliação da conformidade durante a pandemia do coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 14, de 27.3.2020Publicada no DOU de 27.3.2020 -Edição extra-D";"Altera a Portaria nº 8, de 17 de março de 2020, que estabelece o regime de trabalho remoto, em caráter temporário e excepcional, quanto ao exercício de atividades por servidores e empregados públicos dos órgãos da Presidência da República em razão do estado de emergência de saúde pública de importância internacional decorrente do coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 239, de 26.3.2020Publicada no DOU de 31.3.2020";"Dispõe sobre a prorrogação de prazos de que trata a Portaria SETEC nº 62, de 24 de janeiro de 2020.";"Federal";"Portaria"
"Brasil";"Portaria nº 168-E, de 26.3.2020Publicada no DOU de 30.3.2020";"Altera a Portaria ANCINE nº 151-E, de 19 de março de 2020, que estabelece, em caráter excepcional, medidas administrativas para a mitigação dos impactos do COVID-19 no setor audiovisual e no que se refere às atribuições da Agência Nacional do Cinema - ANCINE, nos limites de sua competência.";"Federal";"Portaria"
"Brasil";"Resolução nº 4.791, de 26.3.2020Publicada no DOU de 30.3.2020";"Altera a Resolução nº 4.782, de 16 de março de 2020, que estabelece, por tempo determinado, em função de eventuais impactos da Covid-19 na economia, critérios temporários para a caracterização das reestruturações de operações de crédito, para fins de gerenciamento de risco de crédito.";"Federal";"Resolução"
"Brasil";"Resolução nº 5.879, de 26.3.2020Publicada no DOU de 27.3.2020";"Dispõe sobre a flexibilização de prazos para cumprimento de obrigações contratuais e regulatórias, em razão da emergência de saúde pública de importância internacional decorrente do coronavírus, no âmbito da infraestrutura e serviço de transporte ferroviário de cargas e do transporte rodoviário de cargas e de passageiros, e dá outras providências.";"Federal";"Resolução"
"Brasil";"Portaria nº 586, de 26.3.2020Publicada no DOU de 27.3.2020";"Dispõe sobre a prorrogação do prazo de vencimento dos débitos provenientes da concessão de crédito de instalação, títulos de domínio e parcelamentos administrativos e suspensão dos prazos administrativos no âmbito do Incra no período de duração da declaração de Emergência em Saúde Pública de Importância Nacional, e dá outras providências.";"Federal";"Portaria"
"Brasil";"Portaria nº 162, de 26.3.2020Publicada no DOU de 27.3.2020";"Disciplina excepcionalmente o atendimento externo ao contribuinte e o agendamento de senhas no âmbito das unidades jurisdicionadas da 1ª Região Fiscal enquanto perdurar o estado de emergência de saúde pública decorrente do novo Coronavírus (COVID-19) e revoga a Portaria SRRF01 nº 145, de 18 de março de 2020.";"Federal";"Portaria"
"Brasil";"Portaria nº 116, de 26.3.2020Publicada no DOU de 27.3.2020";"Dispõe sobre os serviços, as atividades e os produtos considerados essenciais pelo Ministério da Agricultura, Pecuária e Abastecimento para o pleno funcionamento das cadeias produtivas de alimentos e bebidas, para assegurar o abastecimento e a segurança alimentar da população brasileira enquanto perdurar o estado de calamidade pública decorrente da pandemia da COVID-19.";"Federal";"Portaria"
"Brasil";"Portaria nº 568, de 26.3.2020Publicada no DOU de 26.3.2020 - Edição extra";"Autoriza a habilitação de leitos de Unidade de Terapia Intensiva Adulto para atendimento exclusivo dos pacientes COVID-19.";"Federal";"Portaria"
"Brasil";"Portaria nº 561, de 26.3.2020Publicada no DOU de 26.3.2020 - Edição extra";"Autoriza a utilização de leitos de hospitais de pequeno porte para cuidados prolongados em atendimento dos pacientes crônicos oriundos de Unidade de Terapia Intensiva e leitos de enfermaria de hospitais de referência ao COVID-19.";"Federal";"Portaria"
"Brasil";"Portaria nº 47, de 26.3.2020Publicada no DOU de 26.3.2020 - Edição extra";"Dispõe sobre a restrição excepcional e temporária de entrada no País de estrangeiros por transporte aquaviário, conforme recomendação da Agência Nacional de Vigilância Sanitária - Anvisa.";"Federal";"Portaria"
"Brasil";"Instrução Normativa nº 28, de 25.3.2020Publicada no DOU de 26.3.2020";"Estabelece orientações aos órgãos e entidades do Sistema de Pessoal Civil da Administração Pública Federal - SIPEC, quanto à autorização para o serviço extraordinário, à concessão do auxílio-transporte, do adicional noturno e dos adicionais ocupacionais aos servidores e empregados públicos que executam suas atividades remotamente ou que estejam afastados de suas atividades presenciais, nos termos da Instrução Normativa nº 19, de 12 de março de 2020, e dá outras providências.";"Federal";"Instrução"
"Brasil";"Portaria nº 202, de 25.3.2020Publicada no DOU de 27.3.2020";"Estabelece regras para execução remota de atividades, manutenção de atividades essenciais, estabelece regras para o atendimento no âmbito da 9ª Região Fiscal, inclusive por meio de endereço eletrônico, durante o enfrentamento da emergência de saúde pública decorrente do Novo Coronavírus (COVID-19)";"Federal";"Portaria"
"Brasil";"Portaria nº 157, de 25.3.2020Publicada no DOU de 27.3.2020";"Estabelece regras para o atendimento no âmbito das unidades da 2ª Região Fiscal, inclusive por meio de endereço eletrônico, durante o estado de emergência de saúde pública decorrente do Novo Coronavírus (Covid-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 3, de 25.3.2020Publicada no DOU de 27.3.2020";"Designar os seguintes Advogados da União para prestar colaboração à Consultoria Jurídica junto ao Ministério da Saúde no tocante às atividades de prestação de subsídios e de interlocução com as áreas técnicas competentes para atuação nas demandas judiciais da Procuradoria-Geral da União e de seus órgãos de execução, no que concerne às ações do Ministério da Saúde de enfrentamento à pandemia do novo coronavírus Sars- Cov-2, causador da doença Covid-19:";"Federal";"Portaria"
"Brasil";"Deliberação nº 848, de 25.3.2020 Publicada no DOU de 27.03.2020";"Prorroga determinados prazos com vencimento no exercício de 2020 previstos em regulamentação editada pela CVM, bem como o término do período de vacância da Instrução CVM nº 617, de 5 de dezembro de 2019, dispõe sobre a suspensão dos prazos dos processos administrativos sancionadores, de que trata a Medida Provisória n° 928, de 2020, enquanto perdurar o estado de calamidade de que trata o Decreto Legislativo nº 6, de 2020, e promove alterações temporárias na Instrução CVM nº 476, de 16 de janeiro de 2009 e na Instrução CVM nº 566, de 31 de julho de 2015.";"Federal";"Deliberação"
"Brasil";"Portaria nº 8.457, de 25.3.2020Publicada no DOU de 26.3.2020";"Altera a Portaria PGFN nº 7.280, de 18 de março de 2020, que estabelece as condições para transação extraordinária na cobrança da dívida ativa da União, em função dos efeitos do coronavirus (COVID-19) na capacidade de geração de resultado dos devedores inscritos em DAU.";"Federal";"Portaria"
"Brasil";"Portaria nº 545, de 25.3.2020Publicada no DOU de 26.3.2020";"Altera a Portaria nº 488/GM/MS, de 23 de março de 2020, para orientar a aplicação de recursos oriundos de emendas parlamentares em medidas para enfrentamento da emergência de saúde pública decorrente do Coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 143, de 25.3.2020Publicada no DOU de 26.3.2020";"Dispõe sobre a possibilidade de reformulação e revisão de planos de aplicação dos recursos associados aos programas previstos no § 2º do art. 3º A da Lei Complementar nº 79, de 1994, como medida excepcional para enfrentamento à pandemia do coronavírus (COVID-19) no sistema prisional brasileiro.";"Federal";"Portaria"
"Brasil";"Portaria nº 142, de 25.3.2020Publicada no DOU de 26.3.2020";"Dispõe sobre a prorrogação do emprego da Força-Tarefa de Intervenção Penitenciária no estado do Pará.";"Federal";"Portaria"
"Brasil";"Portaria nº 117, de 25.3.2020Publicada no DOU de 26.3.2020";"Ficam suspensas, pelo prazo de 90 (noventa) dias, em caráter temporário e excepcional, as atividades de fiscalização de peso nas rodovias federais sob a circunscrição da ANTT.";"Federal";"Portaria"
"Brasil";"Portaria nº 37, de 25.3.2020Publicada no DOU de 26.3.2020";"Disciplina os procedimentos emergenciais a serem adotados no despacho de trânsito aduaneiro, enquanto durarem as medidas de enfrentamento ao Coronavírus - Covid 19.";"Federal";"Portaria"
"Brasil";"Resolução nº 7.648, de 25.3.2020 Publicada no DOU de 26.03.2020";"Organização Mundial da Saúde - OMS como Pandemia do novo coronavírus (COVID-19);";"Federal";"Resolução"
"Brasil";"Resolução nº 23, de 25.3.2020 Publicada no DOU de 26.03.2020";"Decide pela suspensão, até 30 de setembro de 2020, por interesse público, dos direitos antidumping aplicados às importações brasileiras de seringas descartáveis de uso geral, de plástico, com capacidade de 1ml, 3ml, 5 ml, 10 ml ou 20 ml, com ou sem agulhas, originárias da China, e às importações brasileiras de tubos de plástico para coleta de sangue a vácuo, originários da Alemanha, China, Estados Unidos e Reino Unido, tendo por objetivo facilitar o combate à pandemia do Corona Vírus / Covid-19.";"Federal";"Resolução"
"Brasil";"Resolução nº 22, de 25.3.2020 Publicada no DOU de 26.03.2020";"Concede redução temporária, para zero porcento, da alíquota do Imposto de Importação ao amparo do artigo 50, alínea d, do Tratado de Montevidéu de 1980, internalizado pelo Decreto Legislativo nº 66, de 16 de novembro de 1981, tendo por objetivo facilitar o combate à pandemia do Corona Vírus / Covid-19.";"Federal";"Resolução"
"Brasil";"Resolução nº 14, de 25.3.2020 Publicada no DOU de 26.03.2020 - Edição extra - A";"Dispõe sobre a realização de sessões da Comissão de Ética Pública - CEP em ambiente virtual e sobre o julgamento de processos em lista.";"Federal";"Resolução"
"Brasil";"Resolução nº 2, de 25.3.2020 Publicada no DOU de 26.03.2020";"Emite orientação aos órgãos e entidades públicos nos portos organizados e instalações portuárias sobre a atuação na área de segurança e vigilância sanitária, em virtude da pandemia de Coronavírus (COVID-19).";"Federal";"Resolução"
"Brasil";"Instrução Normativa nº 27, de 25.3.2020Publicada no DOU de 26.3.2020";"Altera a Instrução Normativa nº 19, de 12 de março de 2020, que estabelece orientações aos órgãos e entidades do Sistema de Pessoal Civil da Administração Pública Federal - SIPEC, quanto às medidas de proteção para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (COVID-19).";"Federal";"Instrução"
"Brasil";"Instrução Normativa nº 12, de 25.3.2020Publicada no DOU de 26.3.2020";"Prorroga o prazo regular para a entrega do Relatório Anual de Atividades Potencialmente Poluidoras e Utilizadoras de Recursos Ambientais - RAPP de 2020 (ano-base 2019).";"Federal";"Instrução"
"Brasil";"Decreto nº 10.292, de 25.3.2020 Publicado no DOU de 26.3.2020";"Altera o Decreto nº 10.282, de 20 de março de 2020, que regulamenta a Lei nº 13.979, de 6 de fevereiro de 2020, para definir os serviços públicos e as atividades essenciais.";"Federal";"Decreto"
"Brasil";"Medida Provisória nº 929, de 25.3.2020 Publicada no DOU de 25.3.2020 - Edição extra-A";"Abre crédito extraordinário, em favor dos Ministérios da Ciência, Tecnologia, Inovações e Comunicações, das Relações Exteriores, da Defesa e da Cidadania, no valor de R$ 3.419.598.000,00, para os fins que especifica.";"Federal";"Medida"
"Brasil";"Decreto nº 10.289 de 24.3.2020 Publicado no DOU de 24.3.2020 - Edição extra-A";"Altera o Decreto nº 10.277, de 16 de março de 2020, para instituir o Centro de Coordenação de Operações, no âmbito do Comitê de Crise para Supervisão e Monitoramento dos Impactos da Covid19.";"Federal";"Decreto"
"Brasil";"Resolução nº 878, de 24.3.2020Publicada no DOU de 25.03.2020";"Medidas para preservação da prestação do serviço público de distribuição de energia elétrica em decorrência da calamidade pública atinente à pandemia de coronavírus (COVID-19).";"Federal";"Resolução"
"Brasil";"Resolução nº 682, de 24.3.2020Publicada no DOU de 25.03.2020";"Revoga ""ad referendum"" do Plenário a Resolução/CFF nº 681/2020 e adota procedimentos em decorrência do novo Coronavírus (COVID-19).";"Federal";"Resolução"
"Brasil";"Resolução nº 633, de 24.3.2020Publicada no DOU de 25.03.2020";"Normatiza, ""ad referendum"" do Plenário do Cofen, até ulterior decisão, a atuação dos profissionais de enfermagem no Atendimento Pré-hospitalar (APH) móvel Terrestre e Aquaviário, quer seja na assistência direta e na Central de Regulação das Urgências (CRU).";"Federal";"Resolução"
"Brasil";"Resolução nº 28, de 24.3.2020Publicada no DOU de 26.03.2020";"Estabelece os casos cujos prazos processuais e matérias serão suspensos, com a fixação de prazo inicial e final de suspensão, bem assim outros procedimentos correlatos.";"Federal";"Resolução"
"Brasil";"Portaria nº 1.245, de 24.3.2020Publicada no DOU de 25.3.2020 - Edição extra - B";"Define, no âmbito do Ministério da Ciência, Tecnologia, Inovações e Comunicações (MCTIC), as prioridades a serem adotadas para enfrentamento do Coronavírus - Covid-19.";"Federal";"Portaria"
"Brasil";"Portaria nº 6.310, de 24.3.2020Publicada no DOU de 25.3.2020";"Estabelecer as medidas para atendimento aos prazos processuais em decorrência da calamidade pública atinente à pandemia de coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 402, de 24.3.2020Publicada no DOU de 25.3.2020";"Dispõe sobre a regulamentação e operacionalização do disposto no Decreto nº 10.284, de 20 de março de 2020, que estabelece a dilação do prazo de vencimento das Tarifas de Navegação Aérea, durante o período de enfrentamento da pandemia da COVID-19.";"Federal";"Portaria"
"Brasil";"Portaria nº 337, de 24.3.2020Publicada no DOU de 25.3.2020";"Dispõe acerca de medidas para o enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus, COVID-19, no âmbito do Sistema Único de Assistência Social.";"Federal";"Portaria"
"Brasil";"Portaria nº 245, de 24.3.2020Publicada no DOU de 26.3.2020";"Inclui procedimento na Tabela de Procedimentos, Medicamentos, Órteses, Próteses e Materiais Especiais (OPM) do Sistema Único de Saúde (SUS), para atendimento exclusivo de pacientes com diagnóstico de infecção pelo COVID-19";"Federal";"Portaria"
"Brasil";"Portaria nº 194, de 24.3.2020Publicada no DOU de 26.3.2020";"Dispõe em caráter excepcional e temporário sobre o atendimento no âmbito das unidades da Secretaria Especial da Receita Federal do Brasil na 4ª Região Fiscal em face do estado de emergência de saúde pública de importância internacional decorrente do coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 105, de 24.3.2020Publicada no DOU de 25.3.2020";"Suspende os prazos para apresentação de defesa e interposição de recurso nos processos administrativos de apuração de infração administrativa instaurados por descumprimento a deveres instituídos pela Lei nº 9.933/1999.";"Federal";"Portaria"
"Brasil";"Portaria nº 86, de 24.3.2020Publicada no DOU de 25.3.2020";"Prorrogação da validade de documentos de propriedade e regularidade de embarcações e plataformas e outros documentos emitidos pelas Capitanias dos Portos e suas organizações subordinadas.";"Federal";"Portaria"
"Brasil";"Portaria nº 84, de 24.3.2020Publicada no DOU de 26.3.2020, seção 2";"designa os membros focalizadores do Ministério Público do Trabalho nos Estados para interação com os membros focalizadores do Gabinete Integrado de Acompanhamento à Epidemia do Coronavírus-19 - GIAC-COVID19 (Portaria PGR/MPU Nº 59, de 16 de março de 2020);";"Federal";"Portaria"
"Brasil";"Portaria nº 67, de 24.3.2020Publicada no DOU de 25.3.2020";"Suspende o Exame de Admissão ao Estágio de Instrução e Adaptação para Capelães da Aeronáutica do ano de 2021 (EA EIAC 2021).";"Federal";"Portaria"
"Brasil";"Portaria nº 66, de 24.3.2020Publicada no DOU de 25.3.2020";"Suspende o Exame de Admissão ao Estágio de Adaptação de Oficiais de Apoio da Aeronáutica do ano de 2021 (EA EAOAP 2021).";"Federal";"Portaria"
"Brasil";"Portaria nº 65, de 24.3.2020Publicada no DOU de 25.3.2020";"Suspende o Exame de Admissão ao Estágio de Adaptação de Oficiais Engenheiros da Aeronáutica do ano de 2021 (EA EAOEAR 2021).";"Federal";"Portaria"
"Brasil";"Portaria nº 64, de 24.3.2020Publicada no DOU de 25.3.2020";"Suspende o Exame de Admissão ao Curso de Adaptação de Farmacêuticos da Aeronáutica do ano de 2021 (EA CAFAR 2021).";"Federal";"Portaria"
"Brasil";"Portaria nº 63, de 24.3.2020Publicada no DOU de 25.3.2020";"Suspende o Exame de Admissão ao Curso Preparatório de Cadetes do Ar do ano de 2021 (EA CPCAR 2021).";"Federal";"Portaria"
"Brasil";"Portaria nº 62, de 24.3.2020Publicada no DOU de 25.3.2020";"Suspende o Exame de Admissão ao Curso de Formação de Oficiais Aviadores do ano de 2021 (EA CFOAV 2021).";"Federal";"Portaria"
"Brasil";"Portaria nº 61, de 24.3.2020Publicada no DOU de 25.3.2020";"Suspende o Exame de Admissão ao Curso de Adaptação de Médicos da Aeronáutica do ano de 2021 (EA CAMAR 2021).";"Federal";"Portaria"
"Brasil";"Portaria nº 60, de 24.3.2020Publicada no DOU de 25.3.2020";"Suspende o Exame de Admissão ao Curso de Formação de Oficiais Intendentes do ano de 2021 (EA CFOINT 2021).";"Federal";"Portaria"
"Brasil";"Portaria nº 59, de 24.3.2020Publicada no DOU de 25.3.2020";"Suspende o Exame de Admissão ao Curso de Formação de Oficiais de Infantaria da Aeronáutica do ano de 2021 (EA CFOINF 2021).";"Federal";"Portaria"
"Brasil";"Portaria nº 57, de 24.3.2020Publicada no DOU de 25.3.2020";"Suspende o Exame de Admissão ao Curso de Adaptação de Dentistas da Aeronáutica do ano de 2021 (EA CADAR 2021).";"Federal";"Portaria"
"Brasil";"Portaria nº 56, de 24.3.2020Publicada no DOU de 25.3.2020";"Suspende o Exame de Admissão ao Estágio de Adaptação à Graduação de Sargento da Aeronáutica do ano de 2021 (EA EAGS 2021).";"Federal";"Portaria"
"Brasil";"Portaria nº 55, de 24.3.2020Publicada no DOU de 25.3.2020";"Suspende o Exame de Admissão ao Curso de Formação de Sargentos da Aeronáutica para o Primeiro Semestre do ano de 2021 (EA CFS 1/2021).";"Federal";"Portaria"
"Brasil";"Portaria nº 50, de 24.3.2020Publicada no DOU de 25.3.2020";"Disciplina o atendimento presencial emergencial na unidade de atendimento ARF/Mogi das Cruzes, jurisdicionada a esta Delegacia da Receita Federal do Brasil em São José dos Campos/SP.";"Federal";"Portaria"
